workload,threads,keys,elements,capacity,zeroed,value type,operator,zipf,heavy hitter,memory,t1,t2,t3,t4,t5,t6,t7,t8,t9,initialization,stage 1,stage 2,materialization
AtomicE2E,8,10000000,100000000,5000000,true,I64,Sum,0,0,+6.84250656e8,0.628990178,0.630083168,0.630219857,0.632858429,0.631020731,0.631180938,0.632949067,0.634100597,0.633336482,+3.4489e-5,+4.9284516513329807e-1,+1.35028665866702e-1,+1.330411e-3
AtomicE2E,8,100000000,100000000,100000000,true,I64,Sum,0,0,+5.604262216e9,0.866275154,0.867094578,0.866646109,0.868891723,0.866346168,0.86577276,0.865980527,0.869786071,0.867063186,+3.5589e-5,+6.800993074231122e-1,+1.6654292262361478e-1,+1.3886661e-2
AtomicE2E,8,100000000,100000000,50000000,true,I64,Sum,0,0,+6.804264992e9,2.2039359530000002,2.178974555,2.190661049,2.187440911,2.186060339,2.196581762,2.192359259,2.199435124,2.200700985,+3.652e-5,+1.9824427719588558e0,+1.826280500603892e-1,+1.4159148e-2
ThreadLocalE2E,8,10000000,100000000,10000000,true,I64,Sum,0,0,+1.124377504e9,0.469166341,0.468596835,0.469632027,0.468754642,0.469215029,0.469592887,0.469049219,0.468901479,0.469037559,+2.884e-5,+3.478049342215319e-1,+1.0734981579506353e-1,+1.3053755e-2
ThreadLocalE2E,8,10000000,100000000,5000000,true,I64,Sum,0,0,+1.444625312e9,0.626962841,0.625238082,0.622765737,0.626147975,0.623567281,0.621555162,0.624077326,0.624016695,0.619930952,+3.052e-5,+4.85727431921643e-1,+1.2049090227019552e-1,+1.5710247e-2
ThreadLocalE2E,8,100000000,100000000,100000000,true,I64,Sum,0,0,+1.1204377504e10,0.90719403,0.905949986,0.906866199,0.905915594,0.908030208,0.908827421,0.909390656,0.909155376,0.90229672,+3.504e-5,+7.468337884850292e-1,+4.5131891321009567e-2,+1.09488962e-1
ThreadLocalE2E,8,100000000,100000000,50000000,true,I64,Sum,0,0,+1.4404639648e10,2.140072782,2.1446772530000002,2.144348687,2.388297507,2.149674324,2.145724912,2.168541933,2.143883398,2.151431349,+3.548e-5,+1.9270646656126016e0,+8.80040196038998e-2,+1.20308117e-1
PartitionedE2E,8,10000000,100000000,10000000,true,I64,Sum,0,0,+4.253027992e9,0.663738896,0.67208068,0.663519606,0.67934809,0.682624068,0.604423636,0.671693339,0.618229373,0.7284158,+3.3e-7,+4.01913473e-1,+2.60971726e-1,+8.176996e-3
PartitionedE2E,8,100000000,100000000,100000000,true,I64,Sum,0,0,+7.247761048e9,0.947037446,0.99585367,0.969363384,0.962920336,1.085442279,0.96187121,0.998323565,0.964129022,0.9415839,+1.9e-7,+4.01874193e-1,+5.13756085e-1,+5.0887991e-2
AtomicE2E,16,10000000,100000000,10000000,true,I64,Sum,0,0,+5.68492664e8,0.24706639,0.246708943,0.247615597,0.248197023,0.249315075,0.248696019,0.250244579,0.249377864,0.251013573,+3.508e-5,+1.8202879069019523e-1,+6.427210231449917e-2,+1.330141e-3
AtomicE2E,16,10000000,100000000,5000000,true,I64,Sum,0,0,+6.8849912e8,0.369946497,0.370361434,0.37092165,0.371433016,0.369891605,0.370939858,0.369104451,0.370356192,0.368849262,+3.823e-5,+2.883011848016962e-1,+7.86348933679694e-2,+1.350831e-3
AtomicE2E,16,100000000,100000000,100000000,true,I64,Sum,0,0,+5.608492664e9,0.476800496,0.478296255,0.478673323,0.47757608,0.478326485,0.478246675,0.477743038,0.477800296,0.478355082,+3.997e-5,+3.724848876861427e-1,+8.237871082821739e-2,+1.6929396e-2
AtomicE2E,16,100000000,100000000,50000000,true,I64,Sum,0,0,+6.808513912e9,1.496843604,1.502705001,1.489159509,1.5024728760000001,1.495129482,1.502606778,1.496174347,1.4988323270000001,1.490982325,+3.91e-5,+1.36069897294868e0,+1.0710035946890202e-1,+1.8249427e-2
ThreadLocalE2E,16,10000000,100000000,10000000,true,I64,Sum,0,0,+1.768985424e9,0.264691614,0.263669362,0.265205192,0.264181478,0.264127998,0.263655902,0.264254087,0.263509443,0.264337996,+3.284e-5,+1.8354720632717064e-1,+6.196441037867558e-2,+1.783489e-2
ThreadLocalE2E,16,10000000,100000000,5000000,true,I64,Sum,0,0,+2.410036048e9,0.378635973,0.378520844,0.379230518,0.379580986,0.37596704,0.379151098,0.379029189,0.375788521,0.376450056,+3.431e-5,+2.787189847699551e-1,+7.520652222905418e-2,+2.2597517e-2
ThreadLocalE2E,16,100000000,100000000,100000000,true,I64,Sum,0,0,+1.7608985424e10,0.73460544,0.736014439,0.733702724,0.735044714,0.733660213,0.737696465,0.735016602,0.736446591,0.735236939,+3.6679e-5,+4.9641538474862035e-1,+4.232319774919289e-2,+1.905114e-1
ThreadLocalE2E,16,100000000,100000000,50000000,true,I64,Sum,0,0,+2.3209984848e10,1.6413367989999998,1.6259641299999998,1.646784474,1.6251117480000001,1.6303962570000001,1.639386673,1.651975004,1.6413024520000001,1.647476567,+3.8079e-5,+1.2987651782511265e0,+1.1822690974887357e-1,+2.11992418e-1
PartitionedE2E,16,10000000,100000000,10000000,true,I64,Sum,0,0,+4.007668776e9,0.448270245,0.441506351,0.439635984,0.436523565,0.452959372,0.436055887,0.454877709,0.417006587,0.469968575,+1.8e-7,+2.48320218e-1,+1.452091e-1,+4.8204481e-2
PartitionedE2E,16,100000000,100000000,100000000,true,I64,Sum,0,0,+7.04644212e9,0.610339953,0.588235244,0.602504926,0.601605472,0.603759146,0.601458532,0.595006395,0.609491126,0.62347315,+1.7e-7,+2.48285364e-1,+3.12053388e-1,+4.3638052e-2
AtomicE2E,32,10000000,100000000,10000000,true,I64,Sum,0,0,+5.76952456e8,0.160236204,0.160500553,0.15936486,0.160025316,0.160314613,0.160254364,0.16081281,0.161006089,0.161799844,+3.708e-5,+1.076241562735333e-1,+5.064456729478776e-2,+1.324651e-3
AtomicE2E,32,10000000,100000000,5000000,true,I64,Sum,0,0,+6.96996504e8,0.274234003,0.273827995,0.272928712,0.27319183,0.274309432,0.27448936,0.273406788,0.275795572,0.274067513,+4.0459e-5,+2.095257051566637e-1,+6.083858484333631e-2,+1.303281e-3
AtomicE2E,32,100000000,100000000,100000000,true,I64,Sum,0,0,+5.616952456e9,0.289579666,0.291655151,0.29188787,0.291255693,0.293367139,0.291264904,0.292012918,0.291868119,0.290900436,+4.278e-5,+2.215940432068117e-1,+4.0883967793188335e-2,+2.2636005e-2
AtomicE2E,32,100000000,100000000,50000000,true,I64,Sum,0,0,+6.81701084e9,1.267023741,1.272500811,1.269095292,1.270960838,1.268742762,1.280402869,1.26817452,1.271385847,1.275358207,+4.3509e-5,+1.1697152121334986e0,+6.71086908665013e-2,+2.3494438e-2
ThreadLocalE2E,32,10000000,100000000,10000000,true,I64,Sum,0,0,+3.058986592e9,0.191634121,0.19320241,0.193031031,0.191458182,0.191462212,0.190693687,0.191164444,0.191852579,0.191542601,+3.641e-5,+1.1442488974909462e-1,+4.7832050149388024e-2,+2.8395704e-2
ThreadLocalE2E,32,10000000,100000000,5000000,true,I64,Sum,0,0,+4.102822688e9,0.30036236,0.302399856,0.300541949,0.299351517,0.310619159,0.299993693,0.301052885,0.299214038,0.300369899,+3.734e-5,+1.978815853734957e-1,+6.3805224247132e-2,+3.7113974e-2
ThreadLocalE2E,32,100000000,100000000,100000000,true,I64,Sum,0,0,+3.0418986592e10,0.799504563,0.799669811,0.802153813,0.800244765,0.801450876,0.799539108,0.798864513,0.798914781,0.801179795,+4.1469e-5,+3.7002918587465705e-1,+5.8275086808083715e-2,+3.65441845e-1
ThreadLocalE2E,32,100000000,100000000,50000000,true,I64,Sum,0,0,+4.0422773856e10,1.7407387349999999,1.717098515,1.710474037,1.7109485599999998,1.741485355,1.7260565780000001,1.730292796,1.7317993619999998,1.768075626,+4.254e-5,+1.1182287235504322e0,+1.8841896582557555e-1,+4.02784462e-1
PartitionedE2E,32,10000000,100000000,10000000,true,I64,Sum,0,0,+4.166551576e9,0.356106238,0.358169343,0.352761801,0.343601614,0.362195395,0.358894198,0.357942175,0.35984228,0.354694296,+1.7e-7,+1.55670208e-1,+9.8584816e-2,+1.02719437e-1
PartitionedE2E,32,100000000,100000000,100000000,true,I64,Sum,0,0,+7.005571096e9,0.497362592,0.486897386,0.501562513,0.49189164,0.503053682,0.48898074,0.47878516,0.502283257,0.481084324,+1.89e-7,+1.55408399e-1,+2.8465467e-1,+5.0604508e-2
